model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_04_Deeper_GAP_BatchNorm,47.559261322021484,10,7,3,4,1,7,0,1,2,783530,2.3194644451141357,0.11428571492433548,0.11428571428571428,0.020512820512820513,0.023443223443223443
