model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_09_GlobalMaxPool_Gray,84.73474502563477,43,7,3,4,2,0,0,0,2,780714,2.2286465167999268,0.16428571939468384,0.16428571428571428,0.11074912016088487,0.11837319543201898
