model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_10_Combined_Strategy,125.97751092910767,25,7,3,4,2,7,0,1,2,783530,2.2973244190216064,0.13571429252624512,0.1357142857142857,0.02389937106918239,0.032434860736747534
