model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_08_EfficientSmall_Gray,118.7295880317688,50,7,3,4,2,0,0,1,2,381930,2.2829511165618896,0.1785714328289032,0.17857142857142858,0.1091555670503039,0.11779109937004674
