accuracy,loss,val_accuracy,val_loss,learning_rate
0.1026252955198288,2.300990343093872,0.12162162363529205,2.295325756072998,9.999999747378752e-05
0.13126491010189056,2.288865327835083,0.14189189672470093,2.2716848850250244,9.999999747378752e-05
0.12410501390695572,2.2801265716552734,0.14189189672470093,2.268803119659424,9.999999747378752e-05
0.138424813747406,2.2776906490325928,0.14189189672470093,2.2599754333496094,9.999999747378752e-05
0.1193317398428917,2.2845640182495117,0.14189189672470093,2.260462760925293,9.999999747378752e-05
0.13126491010189056,2.27022647857666,0.14189189672470093,2.2580530643463135,9.999999747378752e-05
0.13484486937522888,2.280020236968994,0.14189189672470093,2.266996145248413,9.999999747378752e-05
0.12768496572971344,2.2720212936401367,0.14864864945411682,2.2433950901031494,9.999999747378752e-05
0.14677804708480835,2.2665886878967285,0.15540540218353271,2.2466578483581543,9.999999747378752e-05
0.12768496572971344,2.269221305847168,0.1756756752729416,2.238619089126587,9.999999747378752e-05
0.16109785437583923,2.2580437660217285,0.1621621549129486,2.2369682788848877,9.999999747378752e-05
0.14200477302074432,2.259321689605713,0.1689189225435257,2.234923839569092,9.999999747378752e-05
0.14797136187553406,2.2619194984436035,0.1689189225435257,2.2377352714538574,9.999999747378752e-05
0.14081145823001862,2.2550761699676514,0.1756756752729416,2.23966646194458,9.999999747378752e-05
0.14439140260219574,2.249972105026245,0.18918919563293457,2.2296063899993896,9.999999747378752e-05
0.14916467666625977,2.2661373615264893,0.1689189225435257,2.235135316848755,9.999999747378752e-05
0.14081145823001862,2.260856866836548,0.14864864945411682,2.2300078868865967,9.999999747378752e-05
0.15035799145698547,2.2626984119415283,0.20270270109176636,2.226508617401123,9.999999747378752e-05
0.16467779874801636,2.239527702331543,0.1756756752729416,2.224663019180298,9.999999747378752e-05
0.14319808781147003,2.2519235610961914,0.18918919563293457,2.214787483215332,9.999999747378752e-05
0.14797136187553406,2.2471296787261963,0.20270270109176636,2.214517593383789,9.999999747378752e-05
0.14797136187553406,2.2502663135528564,0.20945945382118225,2.214653491973877,9.999999747378752e-05
0.1718377023935318,2.2458410263061523,0.20270270109176636,2.2102551460266113,9.999999747378752e-05
0.17780429124832153,2.2473647594451904,0.21621622145175934,2.2012815475463867,9.999999747378752e-05
0.16229116916656494,2.2262063026428223,0.20945945382118225,2.189364194869995,9.999999747378752e-05
0.1885441541671753,2.2321720123291016,0.20945945382118225,2.201125144958496,9.999999747378752e-05
0.18257756531238556,2.2220144271850586,0.22297297418117523,2.199533462524414,9.999999747378752e-05
0.16348448395729065,2.2240774631500244,0.19594594836235046,2.1923844814300537,9.999999747378752e-05
0.16825775802135468,2.2251205444335938,0.19594594836235046,2.1944684982299805,9.999999747378752e-05
0.18257756531238556,2.205217123031616,0.18243242800235748,2.1959776878356934,4.999999873689376e-05
0.1742243468761444,2.2223117351531982,0.19594594836235046,2.1963422298431396,4.999999873689376e-05
0.18496419489383698,2.212041139602661,0.18918919563293457,2.1998112201690674,4.999999873689376e-05
0.1885441541671753,2.197327136993408,0.19594594836235046,2.183811902999878,4.999999873689376e-05
0.19689737260341644,2.194349765777588,0.19594594836235046,2.1778886318206787,4.999999873689376e-05
0.1909307837486267,2.2028963565826416,0.20270270109176636,2.176143169403076,4.999999873689376e-05
0.18377088010311127,2.206188917160034,0.20270270109176636,2.168179988861084,4.999999873689376e-05
0.19928400218486786,2.1888654232025146,0.19594594836235046,2.1702346801757812,4.999999873689376e-05
0.18377088010311127,2.2212350368499756,0.20945945382118225,2.168548822402954,4.999999873689376e-05
0.19451074302196503,2.1917178630828857,0.19594594836235046,2.1689257621765137,4.999999873689376e-05
0.19928400218486786,2.1906373500823975,0.20270270109176636,2.168002128601074,4.999999873689376e-05
0.18019093573093414,2.205763101577759,0.20270270109176636,2.168505907058716,4.999999873689376e-05
0.18496419489383698,2.1977791786193848,0.19594594836235046,2.1756412982940674,4.999999873689376e-05
0.18735083937644958,2.2040836811065674,0.20945945382118225,2.164067029953003,4.999999873689376e-05
0.20286396145820618,2.188828468322754,0.20270270109176636,2.1681854724884033,4.999999873689376e-05
0.189737468957901,2.1919264793395996,0.19594594836235046,2.163991928100586,4.999999873689376e-05
0.20405727624893188,2.187915563583374,0.20945945382118225,2.166320562362671,4.999999873689376e-05
0.18615752458572388,2.1789889335632324,0.20270270109176636,2.164747476577759,4.999999873689376e-05
0.189737468957901,2.187664747238159,0.20270270109176636,2.161428928375244,2.499999936844688e-05
0.18496419489383698,2.1770212650299072,0.19594594836235046,2.1602303981781006,2.499999936844688e-05
0.18615752458572388,2.173109769821167,0.19594594836235046,2.1581597328186035,2.499999936844688e-05
