model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_02_Base_GAP,48.80735898017883,35,5,3,3,1,0,0,1,2,206634,2.2971103191375732,0.12857143580913544,0.12857142857142856,0.04881044809228039,0.056314567752566866
