model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,GlobalMaxPooling2D,LeakyReLU,ReLU,RandomRotation,RandomZoom,RandomContrast,RandomTranslation,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_01_Flatten_Baseline,19.790646076202393,11,5,3,3,1,0,1,0,0,0,5,0,0,0,0,2,25863978,2.2870447635650635,0.2142857164144516,0.21428571428571427,0.13256274194489298,0.15041921259639468
