accuracy,loss,val_accuracy,val_loss,learning_rate
0.11097852140665054,2.851088523864746,0.15540540218353271,2.382608413696289,0.0005000000237487257
0.10978519916534424,2.773170232772827,0.1756756752729416,2.3294596672058105,0.0005000000237487257
0.12768496572971344,2.6569881439208984,0.1689189225435257,2.31386661529541,0.0005000000237487257
0.120525062084198,2.5898678302764893,0.1621621549129486,2.275953531265259,0.0005000000237487257
0.1563245803117752,2.5194077491760254,0.15540540218353271,2.275171995162964,0.0005000000237487257
0.12649165093898773,2.5065810680389404,0.11486486345529556,2.3412044048309326,0.0005000000237487257
0.12887828052043915,2.5018808841705322,0.12162162363529205,2.339709758758545,0.0005000000237487257
0.16229116916656494,2.494277238845825,0.15540540218353271,2.3079006671905518,0.0005000000237487257
0.16229116916656494,2.4203007221221924,0.1621621549129486,2.3308141231536865,0.0005000000237487257
0.1563245803117752,2.436086654663086,0.1756756752729416,2.3096463680267334,0.0002500000118743628
0.15990453958511353,2.4690005779266357,0.18243242800235748,2.3310546875,0.0002500000118743628
0.14677804708480835,2.4378061294555664,0.1689189225435257,2.3612465858459473,0.0002500000118743628
0.14677804708480835,2.4382004737854004,0.14189189672470093,2.372671365737915,0.0002500000118743628
