model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_10_LeakyReLU_Gray,109.440762758255,50,7,3,4,2,0,0,1,2,780714,2.274007558822632,0.1785714328289032,0.17857142857142858,0.0878191911181602,0.0909414297043163
