model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,GlobalMaxPooling2D,LeakyReLU,ReLU,RandomRotation,RandomZoom,RandomContrast,RandomTranslation,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_06_Deeper_GAP_StrongerDropout_Gray,99.80383515357971,50,7,3,4,2,0,0,1,0,0,7,0,0,0,0,2,780714,2.271287202835083,0.2158273309469223,0.2158273381294964,0.14945681511470985,0.1609270478354159
