model_name,training_time_seconds,epochs_ran,Conv2D,Dense,MaxPooling2D,Dropout,BatchNormalization,Flatten,GlobalAveragePooling2D,hidden_fc_layers,total_params,test_loss,test_accuracy_keras,test_accuracy_sklearn,macro_f1,weighted_f1
CNN_03_Deeper_GAP,89.97024297714233,45,7,3,4,1,0,0,1,2,780714,2.2447574138641357,0.16428571939468384,0.16428571428571428,0.10072107848514766,0.11357806114364422
